scrape_id,barcode,competitor_channel,competitor_product_name,listed_price,discounted_price,voucher_text,timestamp
SCRAPE-0374,2585385759744,GrabMart,Sữa tắm Vichy 150g [Freeship],1343000,1251000,Freeship extra,2026-06-29 16:30:35
SCRAPE-0375,1778433949711,Shopee,Chính hãng Sữa rửa mặt L'Oreal 30ml,1301000,1080000,Giảm 15k cho đơn từ 150k,2026-07-02 15:29:20
SCRAPE-0376,1778433949711,GrabMart,Auth 100% Sữa rửa mặt L'Oreal 30ml,1219000,1067000,Freeship extra,2026-07-01 10:29:36
SCRAPE-0377,1778433949711,TikTok Shop,Sữa rửa mặt L'Oreal 30ml [Freeship],1426000,1059000,Freeship extra,2026-07-04 16:15:26
SCRAPE-0378,1778433949711,GrabMart,[Freeship] Sữa rửa mặt L'Oreal 30ml,1541000,1491000,Giảm 15k cho đơn từ 150k,2026-06-28 23:59:37
SCRAPE-0379,8269045954036,TikTok Shop,Kem dưỡng ẩm CeraVe 100ml Auth 100%,817000,617000,Giảm 15k cho đơn từ 150k,2026-06-30 13:54:00
SCRAPE-0380,8269045954036,GrabMart,[Freeship] Kem dưỡng ẩm CeraVe 100ml,822000,802000,Freeship extra,2026-07-04 23:00:44
SCRAPE-0381,8269045954036,Lazada,Chính hãng Kem dưỡng ẩm CeraVe 100ml,874000,660000,,2026-06-29 23:10:34
SCRAPE-0382,8269045954036,Lazada,[Freeship] Kem dưỡng ẩm CeraVe 100ml,861000,860000,,2026-07-04 18:05:55
SCRAPE-0383,8269045954036,Shopee,Kem dưỡng ẩm CeraVe 100ml Auth 100%,841000,674000,Freeship extra,2026-07-01 14:51:06
SCRAPE-0384,3062536283526,TikTok Shop,Mặt nạ Maybelline 150g Chính hãng,385000,304000,Hoàn xu 10%,2026-07-01 07:29:49
SCRAPE-0385,3062536283526,Lazada,Mặt nạ Maybelline 150g Chính hãng,366000,359000,Giảm 50K đơn 300K,2026-07-02 15:44:37
SCRAPE-0386,3062536283526,Lazada,Mặt nạ Maybelline 150g Auth 100%,358000,336000,Freeship extra,2026-07-03 21:19:53
SCRAPE-0387,3062536283526,TikTok Shop,Mặt nạ Maybelline 150g Chính hãng,394000,356000,Hoàn xu 10%,2026-06-30 15:24:08
SCRAPE-0388,9510085407339,Shopee,Giá sỉ Kem nền Vichy 50ml,1083000,808000,Freeship extra,2026-07-03 12:58:18
SCRAPE-0389,9510085407339,Lazada,Kem nền Vichy 50ml Chính hãng,1036000,899000,Hoàn xu 10%,2026-06-28 22:12:08
SCRAPE-0390,9510085407339,Lazada,Kem nền Vichy 50ml Date mới,970000,933000,Giảm 15k cho đơn từ 150k,2026-06-30 06:43:11
SCRAPE-0391,9510085407339,GrabMart,Chính hãng Kem nền Vichy 50ml,1256000,1009000,,2026-07-04 11:12:54
SCRAPE-0392,5809053361551,TikTok Shop,Dầu gội Bioderma 30ml Chính hãng,1386000,1025000,Giảm 15k cho đơn từ 150k,2026-07-02 10:51:31
SCRAPE-0393,5809053361551,Lazada,Chính hãng Dầu gội Bioderma 30ml,1530000,1410000,Giảm 15k cho đơn từ 150k,2026-07-01 10:33:21
SCRAPE-0394,5809053361551,Lazada,Dầu gội Bioderma 30ml Giá sỉ,1472000,1093000,Hoàn xu 10%,2026-07-04 20:05:49
SCRAPE-0395,5809053361551,GrabMart,[Freeship] Dầu gội Bioderma 30ml,1269000,1081000,Freeship extra,2026-07-05 05:05:15
SCRAPE-0396,5809053361551,GrabMart,Dầu gội Bioderma 30ml Auth 100%,1504000,1085000,Freeship extra,2026-07-03 14:42:26
SCRAPE-0397,7858632004642,Lazada,Auth 100% Nước tẩy trang Hada Labo 150g,418000,384000,,2026-07-03 19:27:36
SCRAPE-0398,7858632004642,Lazada,Nước tẩy trang Hada Labo 150g Giá sỉ,444000,357000,Giảm 50K đơn 300K,2026-06-28 22:16:33
SCRAPE-0399,7858632004642,Shopee,Giá sỉ Nước tẩy trang Hada Labo 150g,453000,453000,Freeship extra,2026-06-29 15:35:13
SCRAPE-0400,7858632004642,TikTok Shop,Nước tẩy trang Hada Labo 150g Giá sỉ,401000,295000,,2026-07-04 01:23:28
SCRAPE-0401,4850691111859,Shopee,Giá sỉ Nước tẩy trang La Roche-Posay 50ml,139000,138000,Freeship extra,2026-06-29 14:32:57
SCRAPE-0402,4850691111859,Lazada,Auth 100% Nước tẩy trang La Roche-Posay 50ml,117000,93000,Giảm 15k cho đơn từ 150k,2026-07-03 22:44:27
SCRAPE-0403,4850691111859,Lazada,Nước tẩy trang La Roche-Posay 50ml Giá sỉ,139000,112000,Hoàn xu 10%,2026-06-29 10:22:40
SCRAPE-0404,4850691111859,Shopee,Chính hãng Nước tẩy trang La Roche-Posay 50ml,116000,85000,,2026-06-29 20:58:09
SCRAPE-0405,4850691111859,TikTok Shop,Auth 100% Nước tẩy trang La Roche-Posay 50ml,124000,103000,Hoàn xu 10%,2026-07-05 06:22:16
SCRAPE-0406,2388254850196,Shopee,Kem chống nắng Vichy 250ml Date mới,130000,113000,Hoàn xu 10%,2026-06-29 21:45:35
SCRAPE-0407,2388254850196,GrabMart,Kem chống nắng Vichy 250ml Date mới,167000,166000,Giảm 50K đơn 300K,2026-07-03 23:34:32
SCRAPE-0408,2388254850196,Lazada,Auth 100% Kem chống nắng Vichy 250ml,151000,116000,Giảm 15k cho đơn từ 150k,2026-06-29 00:14:42
SCRAPE-0409,2870945249601,Lazada,Kem chống nắng Bioderma 250ml [Freeship],1320000,1232000,Freeship extra,2026-06-29 14:46:48
SCRAPE-0410,2870945249601,Shopee,Auth 100% Kem chống nắng Bioderma 250ml,1453000,1233000,,2026-06-30 08:22:24
SCRAPE-0411,2870945249601,Shopee,Kem chống nắng Bioderma 250ml Chính hãng,1656000,1487000,Freeship extra,2026-06-30 23:21:18
SCRAPE-0412,3817508261621,TikTok Shop,Dầu gội L'Oreal 500ml Date mới,798000,726000,Giảm 15k cho đơn từ 150k,2026-07-02 23:10:23
SCRAPE-0413,3817508261621,TikTok Shop,Giá sỉ Dầu gội L'Oreal 500ml,1031000,988000,,2026-06-30 02:15:00
SCRAPE-0414,3817508261621,Lazada,Dầu gội L'Oreal 500ml Giá sỉ,970000,683000,Hoàn xu 10%,2026-07-04 07:23:09
SCRAPE-0415,7224037512628,Lazada,Giá sỉ Mặt nạ Vichy 30ml,1304000,993000,,2026-07-04 05:39:13
SCRAPE-0416,7224037512628,Shopee,Mặt nạ Vichy 30ml Auth 100%,1429000,1092000,Hoàn xu 10%,2026-07-02 17:18:07
SCRAPE-0417,7224037512628,Shopee,Date mới Mặt nạ Vichy 30ml,1349000,1186000,Giảm 15k cho đơn từ 150k,2026-06-30 20:52:10
SCRAPE-0418,7224037512628,GrabMart,Mặt nạ Vichy 30ml [Freeship],1536000,1338000,Giảm 50K đơn 300K,2026-07-04 10:03:08
SCRAPE-0419,7224037512628,TikTok Shop,Mặt nạ Vichy 30ml Auth 100%,1525000,1260000,Freeship extra,2026-07-03 16:51:18
SCRAPE-0420,8224639197696,GrabMart,Kem nền Innisfree 500ml Date mới,398000,390000,,2026-07-04 19:24:27
SCRAPE-0421,8224639197696,Shopee,Auth 100% Kem nền Innisfree 500ml,358000,326000,Freeship extra,2026-06-30 23:28:57
SCRAPE-0422,8224639197696,Shopee,Kem nền Innisfree 500ml Date mới,379000,336000,Hoàn xu 10%,2026-07-03 23:25:21
SCRAPE-0423,8224639197696,Lazada,[Freeship] Kem nền Innisfree 500ml,404000,382000,Giảm 15k cho đơn từ 150k,2026-07-02 03:12:20
SCRAPE-0424,2333735834864,TikTok Shop,Chính hãng Toner Innisfree 150g,258000,243000,Giảm 15k cho đơn từ 150k,2026-07-04 16:01:26
SCRAPE-0425,2333735834864,Lazada,Toner Innisfree 150g [Freeship],274000,255000,Freeship extra,2026-06-30 18:17:04
SCRAPE-0426,2333735834864,Lazada,Toner Innisfree 150g [Freeship],317000,287000,Freeship extra,2026-06-29 01:33:29
SCRAPE-0427,2333735834864,Shopee,Toner Innisfree 150g Date mới,281000,230000,Giảm 50K đơn 300K,2026-07-02 07:46:58
SCRAPE-0428,9958482875514,TikTok Shop,[Freeship] Sữa rửa mặt Hada Labo 50ml,639000,623000,,2026-07-01 02:53:22
SCRAPE-0429,9958482875514,Lazada,Sữa rửa mặt Hada Labo 50ml Auth 100%,578000,518000,Giảm 50K đơn 300K,2026-06-30 21:00:23
SCRAPE-0430,9958482875514,TikTok Shop,Chính hãng Sữa rửa mặt Hada Labo 50ml,730000,620000,Giảm 15k cho đơn từ 150k,2026-07-01 11:25:43
SCRAPE-0431,8894498100610,TikTok Shop,Sữa rửa mặt Maybelline 50ml [Freeship],328000,288000,,2026-07-03 19:54:42
SCRAPE-0432,8894498100610,TikTok Shop,Sữa rửa mặt Maybelline 50ml Chính hãng,303000,268000,Hoàn xu 10%,2026-06-29 05:55:46
SCRAPE-0433,8894498100610,GrabMart,Sữa rửa mặt Maybelline 50ml Date mới,322000,235000,Freeship extra,2026-06-30 21:12:08
SCRAPE-0434,8894498100610,TikTok Shop,Sữa rửa mặt Maybelline 50ml Chính hãng,393000,297000,,2026-07-01 11:31:38
SCRAPE-0435,7750277601435,Shopee,Giá sỉ Sữa rửa mặt Cetaphil 500ml,259000,247000,Giảm 50K đơn 300K,2026-06-30 01:04:01
SCRAPE-0436,7750277601435,GrabMart,Chính hãng Sữa rửa mặt Cetaphil 500ml,279000,228000,,2026-07-02 01:05:08
SCRAPE-0437,7750277601435,Lazada,Auth 100% Sữa rửa mặt Cetaphil 500ml,233000,216000,Giảm 50K đơn 300K,2026-07-01 22:26:27
SCRAPE-0438,3147729059757,Lazada,Chính hãng Sữa rửa mặt Garnier 30ml,1427000,1385000,Freeship extra,2026-06-29 19:09:32
SCRAPE-0439,3147729059757,Lazada,Auth 100% Sữa rửa mặt Garnier 30ml,1094000,803000,Giảm 50K đơn 300K,2026-07-04 10:26:48
SCRAPE-0440,3147729059757,Shopee,Sữa rửa mặt Garnier 30ml Auth 100%,1326000,945000,Giảm 50K đơn 300K,2026-07-05 08:35:44
SCRAPE-0441,3147729059757,GrabMart,Sữa rửa mặt Garnier 30ml Auth 100%,1264000,1023000,Giảm 50K đơn 300K,2026-06-30 00:19:57
SCRAPE-0442,6104087315995,Shopee,Nước tẩy trang CeraVe 30ml Date mới,775000,718000,Giảm 15k cho đơn từ 150k,2026-07-01 18:25:49
SCRAPE-0443,6104087315995,TikTok Shop,Nước tẩy trang CeraVe 30ml Auth 100%,769000,631000,Freeship extra,2026-07-05 17:02:50
SCRAPE-0444,6104087315995,GrabMart,Date mới Nước tẩy trang CeraVe 30ml,795000,623000,Giảm 50K đơn 300K,2026-06-30 01:46:43
SCRAPE-0445,6104087315995,Lazada,Date mới Nước tẩy trang CeraVe 30ml,845000,598000,Giảm 50K đơn 300K,2026-06-29 18:41:06
SCRAPE-0446,9679477664289,Shopee,Auth 100% Mặt nạ Innisfree 250ml,150000,133000,Freeship extra,2026-06-30 03:46:42
SCRAPE-0447,9679477664289,TikTok Shop,Date mới Mặt nạ Innisfree 250ml,155000,136000,Giảm 15k cho đơn từ 150k,2026-07-02 08:54:49
SCRAPE-0448,9679477664289,Lazada,[Freeship] Mặt nạ Innisfree 250ml,192000,144000,Giảm 15k cho đơn từ 150k,2026-07-05 13:10:11
SCRAPE-0449,9679477664289,Lazada,Mặt nạ Innisfree 250ml Date mới,188000,138000,Giảm 50K đơn 300K,2026-07-03 00:25:17
SCRAPE-0450,9679477664289,Lazada,Auth 100% Mặt nạ Innisfree 250ml,162000,142000,Giảm 15k cho đơn từ 150k,2026-06-30 08:20:03
SCRAPE-0451,1344420160301,Lazada,Auth 100% Nước tẩy trang Innisfree 30ml,731000,621000,Giảm 15k cho đơn từ 150k,2026-07-01 10:56:40
SCRAPE-0452,1344420160301,Lazada,Chính hãng Nước tẩy trang Innisfree 30ml,636000,499000,Hoàn xu 10%,2026-07-02 17:52:35
SCRAPE-0453,1344420160301,Shopee,Chính hãng Nước tẩy trang Innisfree 30ml,707000,679000,Giảm 15k cho đơn từ 150k,2026-07-05 04:45:49
SCRAPE-0454,1344420160301,GrabMart,Nước tẩy trang Innisfree 30ml Auth 100%,688000,604000,Hoàn xu 10%,2026-07-05 01:34:35
SCRAPE-0455,1344420160301,TikTok Shop,Chính hãng Nước tẩy trang Innisfree 30ml,756000,637000,Hoàn xu 10%,2026-07-03 15:51:18
SCRAPE-0456,4924692332054,Lazada,Giá sỉ Dầu gội Garnier 100ml,610000,457000,Giảm 15k cho đơn từ 150k,2026-06-30 13:24:57
SCRAPE-0457,4924692332054,Lazada,Date mới Dầu gội Garnier 100ml,544000,465000,Giảm 50K đơn 300K,2026-07-01 13:36:24
SCRAPE-0458,4924692332054,TikTok Shop,[Freeship] Dầu gội Garnier 100ml,471000,447000,Giảm 15k cho đơn từ 150k,2026-07-05 11:28:04
SCRAPE-0459,5536095371789,GrabMart,Giá sỉ Serum Vichy 100ml,770000,549000,Freeship extra,2026-07-03 16:35:11
SCRAPE-0460,5536095371789,TikTok Shop,Serum Vichy 100ml Auth 100%,941000,853000,Giảm 50K đơn 300K,2026-07-02 17:29:34
SCRAPE-0461,5536095371789,Lazada,Auth 100% Serum Vichy 100ml,1006000,735000,Giảm 50K đơn 300K,2026-07-03 18:48:44
SCRAPE-0462,5667394593078,Shopee,Auth 100% Sữa tắm Cetaphil 50ml,840000,772000,Giảm 50K đơn 300K,2026-07-03 21:07:36
SCRAPE-0463,5667394593078,TikTok Shop,[Freeship] Sữa tắm Cetaphil 50ml,1037000,956000,Freeship extra,2026-07-03 00:21:25
SCRAPE-0464,5667394593078,TikTok Shop,Auth 100% Sữa tắm Cetaphil 50ml,838000,700000,Freeship extra,2026-07-03 02:33:52
SCRAPE-0465,5667394593078,GrabMart,[Freeship] Sữa tắm Cetaphil 50ml,995000,869000,Hoàn xu 10%,2026-07-03 10:52:29
SCRAPE-0466,9438521959165,GrabMart,Sữa tắm Vichy 200g Auth 100%,164000,120000,Giảm 15k cho đơn từ 150k,2026-07-03 17:18:27
SCRAPE-0467,9438521959165,TikTok Shop,Date mới Sữa tắm Vichy 200g,174000,127000,Freeship extra,2026-06-29 10:17:32
SCRAPE-0468,9438521959165,Shopee,Sữa tắm Vichy 200g Date mới,194000,172000,,2026-07-02 14:54:37
SCRAPE-0469,9438521959165,Shopee,Auth 100% Sữa tắm Vichy 200g,203000,189000,Freeship extra,2026-07-01 00:20:37
SCRAPE-0470,4978963752715,GrabMart,Dầu gội Hada Labo 150g Giá sỉ,563000,432000,Freeship extra,2026-07-03 09:00:02
SCRAPE-0471,4978963752715,GrabMart,Dầu gội Hada Labo 150g Chính hãng,497000,444000,Freeship extra,2026-07-02 09:40:45
SCRAPE-0472,4978963752715,Shopee,Dầu gội Hada Labo 150g Giá sỉ,493000,452000,Giảm 15k cho đơn từ 150k,2026-06-29 13:07:15
SCRAPE-0473,4978963752715,Lazada,Dầu gội Hada Labo 150g Giá sỉ,607000,445000,,2026-06-30 16:23:36
SCRAPE-0474,8800437600427,Lazada,Serum Garnier 500ml [Freeship],197000,171000,Freeship extra,2026-06-30 23:00:54
SCRAPE-0475,8800437600427,Shopee,Serum Garnier 500ml [Freeship],180000,160000,Giảm 50K đơn 300K,2026-07-01 04:59:32
SCRAPE-0476,8800437600427,GrabMart,Date mới Serum Garnier 500ml,180000,165000,Giảm 15k cho đơn từ 150k,2026-07-02 07:44:54
SCRAPE-0477,8800437600427,TikTok Shop,Serum Garnier 500ml [Freeship],222000,195000,Freeship extra,2026-07-03 05:22:56
SCRAPE-0478,8881823290152,TikTok Shop,[Freeship] Toner Maybelline 30ml,85000,70000,Hoàn xu 10%,2026-07-02 21:25:10
SCRAPE-0479,8881823290152,TikTok Shop,Toner Maybelline 30ml [Freeship],96000,92000,Hoàn xu 10%,2026-07-03 01:01:34
SCRAPE-0480,8881823290152,Lazada,Toner Maybelline 30ml Auth 100%,102000,99000,Giảm 15k cho đơn từ 150k,2026-06-29 22:43:52
SCRAPE-0481,8881823290152,Shopee,Auth 100% Toner Maybelline 30ml,90000,86000,Hoàn xu 10%,2026-07-01 11:23:05
SCRAPE-0482,8881823290152,TikTok Shop,Date mới Toner Maybelline 30ml,88000,67000,Giảm 50K đơn 300K,2026-07-04 07:42:07
SCRAPE-0483,2103679236905,Lazada,Dầu gội Hada Labo 250ml Date mới,396000,341000,Hoàn xu 10%,2026-07-03 16:45:27
SCRAPE-0484,2103679236905,TikTok Shop,[Freeship] Dầu gội Hada Labo 250ml,340000,296000,Freeship extra,2026-07-04 17:58:17
SCRAPE-0485,2103679236905,Shopee,Date mới Dầu gội Hada Labo 250ml,322000,252000,Hoàn xu 10%,2026-06-29 21:07:02
SCRAPE-0486,1199854608614,Lazada,Mặt nạ Hada Labo 250ml [Freeship],292000,261000,Hoàn xu 10%,2026-07-01 06:59:12
SCRAPE-0487,1199854608614,GrabMart,Date mới Mặt nạ Hada Labo 250ml,354000,293000,Giảm 15k cho đơn từ 150k,2026-07-04 12:38:04
SCRAPE-0488,1199854608614,TikTok Shop,Mặt nạ Hada Labo 250ml Auth 100%,284000,217000,Freeship extra,2026-06-29 16:57:05
SCRAPE-0489,8398401415825,GrabMart,Giá sỉ Kem chống nắng Innisfree 100ml,1555000,1167000,Freeship extra,2026-07-03 17:15:58
SCRAPE-0490,8398401415825,Shopee,[Freeship] Kem chống nắng Innisfree 100ml,1587000,1113000,Hoàn xu 10%,2026-07-03 14:02:46
SCRAPE-0491,8398401415825,GrabMart,Kem chống nắng Innisfree 100ml Auth 100%,1403000,1165000,Hoàn xu 10%,2026-07-03 08:41:50
SCRAPE-0492,8398401415825,GrabMart,Date mới Kem chống nắng Innisfree 100ml,1594000,1129000,Hoàn xu 10%,2026-06-29 11:12:06
SCRAPE-0493,8398401415825,Lazada,Kem chống nắng Innisfree 100ml Giá sỉ,1333000,1005000,Hoàn xu 10%,2026-07-02 16:11:56
SCRAPE-0494,8167159537196,TikTok Shop,Chính hãng Sữa tắm Innisfree 200g,818000,610000,Freeship extra,2026-07-05 04:11:24
SCRAPE-0495,8167159537196,Lazada,Giá sỉ Sữa tắm Innisfree 200g,904000,827000,Giảm 15k cho đơn từ 150k,2026-07-01 15:29:17
SCRAPE-0496,8167159537196,GrabMart,Giá sỉ Sữa tắm Innisfree 200g,947000,685000,Giảm 50K đơn 300K,2026-07-05 01:10:21
SCRAPE-0497,2964110536594,GrabMart,Auth 100% Kem dưỡng ẩm Bioderma 30ml,53000,48000,Hoàn xu 10%,2026-06-29 17:20:01
SCRAPE-0498,2964110536594,GrabMart,Kem dưỡng ẩm Bioderma 30ml [Freeship],52000,38000,,2026-07-02 16:21:02
SCRAPE-0499,2964110536594,Lazada,Date mới Kem dưỡng ẩm Bioderma 30ml,58000,47000,Hoàn xu 10%,2026-07-01 13:38:25
SCRAPE-0500,8918377402316,Shopee,Sữa tắm Cetaphil 50ml Date mới,1333000,1110000,,2026-07-04 01:32:31
SCRAPE-0501,8918377402316,Lazada,Sữa tắm Cetaphil 50ml Date mới,1077000,986000,,2026-07-04 18:52:30
SCRAPE-0502,8918377402316,TikTok Shop,Sữa tắm Cetaphil 50ml Chính hãng,1273000,1076000,Giảm 50K đơn 300K,2026-07-05 03:02:09
SCRAPE-0503,8918377402316,Lazada,Date mới Sữa tắm Cetaphil 50ml,1143000,844000,Giảm 50K đơn 300K,2026-07-02 01:39:18
SCRAPE-0504,7217618939727,TikTok Shop,Chính hãng Kem dưỡng ẩm CeraVe 50ml,491000,487000,Giảm 50K đơn 300K,2026-07-02 12:55:01
SCRAPE-0505,7217618939727,Lazada,Kem dưỡng ẩm CeraVe 50ml Date mới,382000,326000,,2026-07-02 17:20:56
SCRAPE-0506,7217618939727,TikTok Shop,Kem dưỡng ẩm CeraVe 50ml Chính hãng,405000,296000,Giảm 50K đơn 300K,2026-07-02 04:56:26
SCRAPE-0507,6325931073157,GrabMart,Serum Hada Labo 200g Date mới,755000,675000,Hoàn xu 10%,2026-07-01 14:45:23
SCRAPE-0508,6325931073157,Shopee,Giá sỉ Serum Hada Labo 200g,660000,604000,Giảm 15k cho đơn từ 150k,2026-06-30 14:49:46
SCRAPE-0509,6325931073157,Lazada,Serum Hada Labo 200g Chính hãng,710000,663000,Freeship extra,2026-07-03 03:46:34
SCRAPE-0510,6325931073157,TikTok Shop,Serum Hada Labo 200g Giá sỉ,762000,644000,Giảm 50K đơn 300K,2026-07-04 20:59:41
SCRAPE-0511,6325931073157,Shopee,Serum Hada Labo 200g [Freeship],811000,727000,,2026-06-30 06:51:21
SCRAPE-0512,1590172484700,TikTok Shop,Dầu gội Hada Labo 250ml Giá sỉ,516000,462000,Freeship extra,2026-07-03 20:47:41
SCRAPE-0513,1590172484700,Lazada,Auth 100% Dầu gội Hada Labo 250ml,545000,441000,Giảm 15k cho đơn từ 150k,2026-06-30 22:54:24
SCRAPE-0514,1590172484700,Lazada,Dầu gội Hada Labo 250ml [Freeship],432000,343000,Freeship extra,2026-06-29 13:08:33
SCRAPE-0515,6806352240147,Shopee,Chính hãng Kem dưỡng ẩm La Roche-Posay 200g,564000,456000,Freeship extra,2026-07-02 23:00:00
SCRAPE-0516,6806352240147,GrabMart,Kem dưỡng ẩm La Roche-Posay 200g Giá sỉ,563000,406000,Giảm 15k cho đơn từ 150k,2026-07-02 05:36:37
SCRAPE-0517,6806352240147,Lazada,Kem dưỡng ẩm La Roche-Posay 200g Date mới,518000,438000,Giảm 15k cho đơn từ 150k,2026-06-30 16:58:23
SCRAPE-0518,3579900085937,TikTok Shop,Serum Cetaphil 200g Auth 100%,1056000,907000,,2026-07-04 17:12:25
SCRAPE-0519,3579900085937,TikTok Shop,Giá sỉ Serum Cetaphil 200g,1045000,912000,Freeship extra,2026-07-05 09:44:41
SCRAPE-0520,3579900085937,GrabMart,[Freeship] Serum Cetaphil 200g,1069000,900000,,2026-07-04 08:33:25
SCRAPE-0521,7221213215430,GrabMart,Chính hãng Kem dưỡng ẩm Cetaphil 30ml,904000,841000,Giảm 50K đơn 300K,2026-06-29 12:16:30
SCRAPE-0522,7221213215430,TikTok Shop,Kem dưỡng ẩm Cetaphil 30ml Auth 100%,1049000,835000,Freeship extra,2026-07-05 03:21:06
SCRAPE-0523,7221213215430,TikTok Shop,Kem dưỡng ẩm Cetaphil 30ml Chính hãng,1116000,820000,,2026-07-02 14:26:53
SCRAPE-0524,1242151483405,Lazada,Kem dưỡng ẩm Bioderma 500ml Giá sỉ,699000,691000,Freeship extra,2026-07-02 15:43:50
SCRAPE-0525,1242151483405,TikTok Shop,Giá sỉ Kem dưỡng ẩm Bioderma 500ml,849000,774000,,2026-07-03 13:22:50
SCRAPE-0526,1242151483405,Shopee,Chính hãng Kem dưỡng ẩm Bioderma 500ml,808000,574000,Freeship extra,2026-06-28 22:56:41
SCRAPE-0527,1242151483405,TikTok Shop,Kem dưỡng ẩm Bioderma 500ml Chính hãng,871000,857000,Giảm 15k cho đơn từ 150k,2026-07-02 06:27:31
SCRAPE-0528,4026258503469,GrabMart,Date mới Serum Cetaphil 250ml,723000,634000,Freeship extra,2026-06-29 22:37:03
SCRAPE-0529,4026258503469,Shopee,Serum Cetaphil 250ml Date mới,815000,774000,Giảm 50K đơn 300K,2026-06-30 03:15:25
SCRAPE-0530,4026258503469,TikTok Shop,Serum Cetaphil 250ml Chính hãng,699000,675000,Giảm 15k cho đơn từ 150k,2026-07-02 23:39:44
SCRAPE-0531,4026258503469,TikTok Shop,Serum Cetaphil 250ml [Freeship],711000,533000,Giảm 15k cho đơn từ 150k,2026-07-05 12:03:57
SCRAPE-0532,9574367300984,GrabMart,Sữa tắm Garnier 500ml Chính hãng,1284000,931000,,2026-07-01 15:50:56
SCRAPE-0533,9574367300984,GrabMart,Sữa tắm Garnier 500ml Auth 100%,1249000,1031000,Hoàn xu 10%,2026-06-30 02:08:31
SCRAPE-0534,9574367300984,Shopee,Sữa tắm Garnier 500ml Date mới,1379000,1319000,Giảm 15k cho đơn từ 150k,2026-07-01 21:17:30
SCRAPE-0535,3944240884276,Shopee,Nước tẩy trang La Roche-Posay 250ml [Freeship],1037000,1019000,,2026-07-03 03:39:29
SCRAPE-0536,3944240884276,GrabMart,Auth 100% Nước tẩy trang La Roche-Posay 250ml,993000,818000,,2026-07-02 13:46:18
SCRAPE-0537,3944240884276,GrabMart,Giá sỉ Nước tẩy trang La Roche-Posay 250ml,966000,810000,,2026-06-29 17:48:51
SCRAPE-0538,3944240884276,TikTok Shop,Nước tẩy trang La Roche-Posay 250ml [Freeship],1089000,975000,Giảm 50K đơn 300K,2026-07-01 12:07:55
SCRAPE-0539,3715837124391,Shopee,[Freeship] Sữa tắm La Roche-Posay 100ml,289000,270000,Giảm 15k cho đơn từ 150k,2026-06-30 08:55:50
SCRAPE-0540,3715837124391,Shopee,Chính hãng Sữa tắm La Roche-Posay 100ml,324000,269000,,2026-07-01 02:43:59
SCRAPE-0541,3715837124391,Lazada,Auth 100% Sữa tắm La Roche-Posay 100ml,291000,229000,Giảm 15k cho đơn từ 150k,2026-07-04 15:21:22
SCRAPE-0542,3715837124391,Shopee,[Freeship] Sữa tắm La Roche-Posay 100ml,275000,231000,,2026-06-30 00:42:40
SCRAPE-0543,3282743299400,GrabMart,[Freeship] Toner Garnier 30ml,314000,307000,Hoàn xu 10%,2026-06-30 03:51:43
SCRAPE-0544,3282743299400,TikTok Shop,Toner Garnier 30ml Giá sỉ,324000,241000,,2026-06-30 19:57:40
SCRAPE-0545,3282743299400,TikTok Shop,Toner Garnier 30ml Giá sỉ,353000,263000,Freeship extra,2026-07-03 04:10:35
SCRAPE-0546,3282743299400,Lazada,Toner Garnier 30ml Date mới,338000,247000,,2026-06-29 03:10:50
SCRAPE-0547,5296153361137,Shopee,Giá sỉ Kem dưỡng ẩm Vichy 500ml,1201000,893000,Freeship extra,2026-07-05 00:23:43
SCRAPE-0548,5296153361137,TikTok Shop,Chính hãng Kem dưỡng ẩm Vichy 500ml,1257000,1231000,Freeship extra,2026-07-01 15:17:10
SCRAPE-0549,5296153361137,Shopee,Kem dưỡng ẩm Vichy 500ml Chính hãng,1166000,828000,Hoàn xu 10%,2026-06-29 16:24:22
SCRAPE-0550,5296153361137,TikTok Shop,Kem dưỡng ẩm Vichy 500ml [Freeship],1225000,888000,Giảm 15k cho đơn từ 150k,2026-07-03 15:28:10
SCRAPE-0551,5296153361137,GrabMart,Kem dưỡng ẩm Vichy 500ml Date mới,1275000,1178000,Giảm 50K đơn 300K,2026-07-03 10:30:55
SCRAPE-0552,5520439766441,Lazada,Kem dưỡng ẩm Maybelline 200g Auth 100%,1333000,960000,,2026-06-30 04:48:22
SCRAPE-0553,5520439766441,Shopee,Kem dưỡng ẩm Maybelline 200g [Freeship],1536000,1235000,Freeship extra,2026-07-02 08:32:38
SCRAPE-0554,5520439766441,TikTok Shop,Kem dưỡng ẩm Maybelline 200g Chính hãng,1460000,1394000,Giảm 15k cho đơn từ 150k,2026-07-03 18:10:20
SCRAPE-0555,5520439766441,Lazada,Kem dưỡng ẩm Maybelline 200g Date mới,1265000,1030000,,2026-07-01 12:40:56
SCRAPE-0556,1139478056129,Shopee,Sữa rửa mặt Garnier 50ml Chính hãng,198000,145000,Giảm 15k cho đơn từ 150k,2026-07-01 07:42:41
SCRAPE-0557,1139478056129,GrabMart,Sữa rửa mặt Garnier 50ml [Freeship],169000,164000,Freeship extra,2026-07-02 23:29:23
SCRAPE-0558,1139478056129,Lazada,Sữa rửa mặt Garnier 50ml Date mới,163000,162000,Giảm 15k cho đơn từ 150k,2026-07-04 01:08:44
SCRAPE-0559,1139478056129,GrabMart,Chính hãng Sữa rửa mặt Garnier 50ml,202000,186000,,2026-07-05 05:44:37
